park_id,resource_type,geometry
431,Dog Fountain,"c(-79.3120493431602, 43.66484567093)"
461,Drinking Fountain,"c(-79.4242477455572, 43.6798066208569)"
629,Drinking Fountain,"c(-79.4296572523524, 43.6920343584697)"
629,Dog Fountain,"c(-79.4296572523524, 43.6920343584697)"
348,Drinking Fountain,"c(-79.4430232344237, 43.6490838787383)"
348,Dog Fountain,"c(-79.442998224499, 43.6490122244081)"
29,Drinking Fountain,"c(-79.2997002677043, 43.6971306955818)"
29,Dog Fountain,"c(-79.2997002677043, 43.6971306955818)"
151,Drinking Fountain,"c(-79.4091232793247, 43.6716171447605)"
86,Drinking Fountain,"c(-79.4330637113315, 43.664951230479)"
86,Dog Fountain,"c(-79.4330637113315, 43.664951230479)"
106,Drinking Fountain,"c(-79.3972005107779, 43.6776146911985)"
106,Dog Fountain,"c(-79.3972005107779, 43.6776146911985)"
28,Dog Fountain,"c(-79.3655592106566, 43.7220794526408)"
3461,Drinking Fountain,"c(-79.3832149130052, 43.7831582198908)"
3461,Dog Fountain,"c(-79.3832149130052, 43.7831582198908)"
606,Drinking Fountain,"c(-79.4618672164197, 43.6884986040881)"
2788,Drinking Fountain,"c(-79.3626983268221, 43.6608628208548)"
2788,Dog Fountain,"c(-79.3626983268221, 43.6608628208548)"
79,Dog Fountain,"c(-79.423888846507, 43.6762574360882)"
614,Drinking Fountain,"c(-79.2213446697253, 43.7393778201752)"
145,Drinking Fountain,"c(-79.3262052552747, 43.6777314292568)"
467,Drinking Fountain,"c(-79.4039504232818, 43.6339995526946)"
467,Dog Fountain,"c(-79.4039504232818, 43.6339995526946)"
2710,Drinking Fountain,"c(-79.3549365939018, 43.6558348046184)"
2710,Dog Fountain,"c(-79.3549365939018, 43.6558348046184)"
41,Dog Fountain,"c(-79.3747409134274, 43.6624921704745)"
3499,Drinking Fountain,"c(-79.3522964386128, 43.6534641260684)"
3499,Drinking Fountain,"c(-79.3522986037681, 43.6534608433707)"
75,Dog Fountain,"c(-79.3377321402613, 43.6649049145408)"
1038,Drinking Fountain,"c(-79.1627674733155, 43.7968552637923)"
2178,Drinking Fountain,"c(-79.3331792210986, 43.7577381262154)"
924,Drinking Fountain,"c(-79.4990411222057, 43.5999960274612)"
2159,Drinking Fountain,"c(-79.3921974309097, 43.7956732440479)"
585,Drinking Fountain,"c(-79.3269088624777, 43.7139763907523)"
1181,Drinking Fountain,"c(-79.4258138746479, 43.7754235813076)"
1472,Dog Fountain,"c(-79.3508937409684, 43.6592926796813)"
2341,Drinking Fountain,"c(-79.2763068220151, 43.7888556148337)"
543,Drinking Fountain,"c(-79.2546972762625, 43.759336900867)"
543,Dog Fountain,"c(-79.2546972762625, 43.759336900867)"
147,Drinking Fountain,"c(-79.4556887567392, 43.6665923033614)"
147,Dog Fountain,"c(-79.4556887567392, 43.6665923033614)"
137,Drinking Fountain,"c(-79.4624142740978, 43.6627080804272)"
2798,Drinking Fountain,"c(-79.3943078591129, 43.7052027497566)"
97,Drinking Fountain,"c(-79.4236888039619, 43.6629363347808)"
3594,Drinking Fountain,"c(-79.441010397429, 43.6786137691757)"
3594,Dog Fountain,"c(-79.441010397429, 43.6786137691757)"
473,Drinking Fountain,"c(-79.3612089818329, 43.732584928376)"
327,Drinking Fountain,"c(-79.3354610694469, 43.6923792938813)"
327,Dog Fountain,"c(-79.3354610694469, 43.6923792938813)"
343,Drinking Fountain,"c(-79.3572115212917, 43.6722718832129)"
117,Dog Fountain,"c(-79.4051228525718, 43.7081042255666)"
245,Drinking Fountain,"c(-79.3988124538018, 43.6973936459876)"
288,Dog Fountain,"c(-79.312747336297, 43.6813469376812)"
288,Drinking Fountain,"c(-79.3131868813267, 43.6811441731995)"
78,Drinking Fountain,"c(-79.3893515275979, 43.7003043439165)"
315,Drinking Fountain,"c(-79.4460874688158, 43.6715552483055)"
719,Drinking Fountain,"c(-79.3021256778902, 43.7175151164591)"
2704,Drinking Fountain,"c(-79.3946380960441, 43.6906134022028)"
293,Drinking Fountain,"c(-79.4808321588013, 43.6475457751579)"
353,Drinking Fountain,"c(-79.3160142612624, 43.6984510384607)"
69,Drinking Fountain,"c(-79.4608436908981, 43.6755853231377)"
2355,Drinking Fountain,"c(-79.3979101088927, 43.7657893267905)"
101,Bottle Filling Station,"c(-79.3842445243342, 43.6664666822472)"
101,Drinking Fountain,"c(-79.3842445243342, 43.6664666822472)"
344,Bottle Filling Station,"c(-79.3592584272098, 43.6654432358124)"
344,Drinking Fountain,"c(-79.3592584272098, 43.6654432358124)"
344,Dog Fountain,"c(-79.3592584272098, 43.6654432358124)"
522,Portable Toilet,"c(-79.1449501339709, 43.7923937317967)"
2155,Washroom Building,"c(-79.2578191514373, 43.7734305840419)"
31,Washroom Building,"c(-79.4044187064323, 43.6509886655484)"
24,Washroom Building,"c(-79.2987815935782, 43.6739918657914)"
2,Washroom Building,"c(-79.2349085595445, 43.7061568747185)"
335,Washroom Building,"c(-79.4492987253011, 43.6370297165197)"
1053,Washroom Building,"c(-79.4485192485026, 43.662942616346)"
629,Washroom Building,"c(-79.431446144468, 43.6912877354199)"
798,Washroom Building,"c(-79.5851389661776, 43.653379056334)"
196,Washroom Building,"c(-79.4223730169191, 43.665150197289)"
1089,Washroom Building,"c(-79.3839454471234, 43.6522039089387)"
223,Washroom Building,"c(-79.3838079346985, 43.6596591616802)"
466,Portable Toilet,"c(-79.5156698327389, 43.5933964298349)"
467,Washroom Building,"c(-79.404908630126, 43.6343913965369)"
1056,Washroom Building,"c(-79.3317979398115, 43.71788436387)"
1057,Washroom Building,"c(-79.2927940640923, 43.6941249843203)"
327,Washroom Building,"c(-79.3360686341573, 43.6921036380234)"
712,Washroom Building,"c(-79.2617027743078, 43.7326376303698)"
1449,Washroom Building,"c(-79.3664257580379, 43.6843864377828)"
86,Washroom Building,"c(-79.432574052299, 43.6655945123568)"
329,Washroom Building,"c(-79.3492592819462, 43.6917748198521)"
473,Washroom Building,"c(-79.3593649864772, 43.7341150916381)"
320,Washroom Building,"c(-79.4454665802082, 43.7760515612141)"
11,Washroom Building,"c(-79.4622263525863, 43.7792471126541)"
1431,Washroom Building,"c(-79.3913508795439, 43.6525658415158)"
70,Washroom Building,"c(-79.3286834850084, 43.6694491136341)"
77,Washroom Building,"c(-79.4572249103502, 43.6444224258499)"
77,Washroom Building,"c(-79.4662827287604, 43.6527261870184)"
77,Portable Toilet,"c(-79.4606983717756, 43.642730862712)"
3,Washroom Building,"c(-79.5147659657209, 43.6716076028119)"
151,Washroom Building,"c(-79.4092222095948, 43.6716117595581)"
107,Washroom Building,"c(-79.2982027855432, 43.6665440965766)"
678,Washroom Building,"c(-79.4251102606431, 43.7270937683585)"
123,Washroom Building,"c(-79.333654761986, 43.6626931604617)"
378,Washroom Building,"c(-79.4418087399311, 43.6531317895619)"
956,Washroom Building,"c(-79.4143527353882, 43.7673433668837)"
145,Washroom Building,"c(-79.325690539636, 43.6773369810041)"
1470,Washroom Building,"c(-79.1939632438081, 43.7790720447928)"
263,Washroom Building,"c(-79.4021185843126, 43.6536042083219)"
883,Washroom Building,"c(-79.1402841246779, 43.7796745138993)"
167,Washroom Building,"c(-79.3922394716624, 43.6761976241959)"
419,Washroom Building,"c(-79.3594540675083, 43.6586776691492)"
181,Washroom Building,"c(-79.4737971617825, 43.6441789595971)"
343,Washroom Building,"c(-79.3570209690722, 43.6725268326487)"
210,Washroom Building,"c(-79.379211917246, 43.6832752010301)"
743,Washroom Building,"c(-79.2166001987902, 43.7401807660545)"
1860,Washroom Building,"c(-79.3645289403109, 43.6445598379067)"
200,Washroom Building,"c(-79.4091500117139, 43.6832761720121)"
28,Washroom Building,"c(-79.3627571051784, 43.7229311879898)"
282,Washroom Building,"c(-79.4771040399019, 43.6439885165396)"
543,Washroom Building,"c(-79.2550640293662, 43.7590828007797)"
543,Washroom Building,"c(-79.2552356944897, 43.7576027313462)"
241,Washroom Building,"c(-79.4147522409895, 43.646614262852)"
812,Washroom Building,"c(-79.5343898495523, 43.6946702977489)"
772,Washroom Building,"c(-79.4372148846784, 43.7074970955835)"
773,Washroom Building,"c(-79.547551885753, 43.6445432169052)"
451,Washroom Building,"c(-79.3745592657097, 43.6677094432915)"
873,Washroom Building,"c(-79.5590276650424, 43.663590685491)"
492,Washroom Building,"c(-79.3530057962726, 43.7214179860331)"
306,Washroom Building,"c(-79.3475479738944, 43.6755968663628)"
2597,Washroom Building,"c(-79.3720392245532, 43.7677026976735)"
918,Washroom Building,"c(-79.4084020060346, 43.7488605981146)"
731,Washroom Building,"c(-79.2835374005922, 43.6950027752114)"
1865,Washroom Building,"c(-79.2803649953629, 43.7147561719941)"
42,Washroom Building,"c(-79.4469991781889, 43.7811469828441)"
537,Washroom Building,"c(-79.2370320480401, 43.7745423792274)"
402,Washroom Building,"c(-79.2888201538754, 43.6955196464545)"
617,Washroom Building,"c(-79.2993516624195, 43.7607057308933)"
892,Washroom Building,"c(-79.5844361941319, 43.650238628568)"
583,Washroom Building,"c(-79.3263847291977, 43.7135759299844)"
896,Washroom Building,"c(-79.5219504332516, 43.6012240545628)"
45,Washroom Building,"c(-79.3908399064081, 43.6510968431876)"
400,Washroom Building,"c(-79.5456031106779, 43.7270785778504)"
58,Washroom Building,"c(-79.3453167172591, 43.6604561662094)"
63,Washroom Building,"c(-79.3703471606629, 43.6554317151437)"
509,Washroom Building,"c(-79.4514533348232, 43.6753293140043)"
234,Washroom Building,"c(-79.3395868927523, 43.6679126066793)"
1500,Washroom Building,"c(-79.2374578515169, 43.7344757374373)"
891,Washroom Building,"c(-79.5196209220802, 43.6483876693039)"
405,Washroom Building,"c(-79.2741587142418, 43.8297596243158)"
189,Washroom Building,"c(-79.4045977787855, 43.7060688942291)"
345,Washroom Building,"c(-79.3616289191927, 43.6671663148461)"
401,Washroom Building,"c(-79.5001358581014, 43.6835361714838)"
398,Washroom Building,"c(-79.2993502649702, 43.7864178076007)"
287,Washroom Building,"c(-79.4148812000088, 43.6462590380175)"
294,Washroom Building,"c(-79.4393178880704, 43.6673454722487)"
507,Washroom Building,"c(-79.2621838750648, 43.695494031363)"
30,Washroom Building,"c(-79.4203134855572, 43.6623990459451)"
7,Washroom Building,"c(-79.3227635978155, 43.7459269237554)"
600,Washroom Building,"c(-79.2273986769647, 43.7556325177018)"
499,Washroom Building,"c(-79.3712768021262, 43.8001100610795)"
575,Washroom Building,"c(-79.5187469055849, 43.7654285438688)"
822,Washroom Building,"c(-79.5192468946026, 43.6395405749797)"
1063,Washroom Building,"c(-79.5038001264385, 43.7166285030076)"
638,Washroom Building,"c(-79.4558709161666, 43.7087869638728)"
633,Washroom Building,"c(-79.1772581544948, 43.7688450082487)"
664,Washroom Building,"c(-79.4558708338894, 43.7616280080493)"
1076,Washroom Building,"c(-79.3428007227627, 43.7030808380548)"
85,Washroom Building,"c(-79.2997918515666, 43.6871809621621)"
1093,Washroom Building,"c(-79.3018032607417, 43.7176681111587)"
714,Washroom Building,"c(-79.3514128046815, 43.781769478576)"
732,Washroom Building,"c(-79.3368343841118, 43.7870022972575)"
272,Washroom Building,"c(-79.3649512470884, 43.6497677002693)"
1105,Washroom Building,"c(-79.3015701760453, 43.787612438343)"
354,Washroom Building,"c(-79.5624050020057, 43.7353985232236)"
584,Washroom Building,"c(-79.1251579040416, 43.7921217956095)"
171,Washroom Building,"c(-79.433982087692, 43.7546038196439)"
1078,Washroom Building,"c(-79.5165385561378, 43.5951076454316)"
702,Washroom Building,"c(-79.216387792949, 43.8085753658168)"
89,Washroom Building,"c(-79.4332607722799, 43.6406521650276)"
506,Washroom Building,"c(-79.2803246028574, 43.747647983527)"
749,Washroom Building,"c(-79.5845025437265, 43.7522063693988)"
1429,Washroom Building,"c(-79.5153469956673, 43.5935330139716)"
482,Washroom Building,"c(-79.447990134047, 43.6913080327831)"
1068,Washroom Building,"c(-79.4521854972555, 43.6755756926594)"
788,Washroom Building,"c(-79.3050595754378, 43.8126200954216)"
251,Washroom Building,"c(-79.4095114839673, 43.7212959666683)"
808,Washroom Building,"c(-79.5662725979907, 43.6415385578375)"
816,Washroom Building,"c(-79.5249196300552, 43.6641990257647)"
819,Washroom Building,"c(-79.4992695754135, 43.5987971970945)"
817,Washroom Building,"c(-79.5063301422639, 43.6264433282675)"
805,Washroom Building,"c(-79.6047393369362, 43.752720732966)"
814,Washroom Building,"c(-79.5474628116641, 43.6024119631027)"
809,Washroom Building,"c(-79.5779239795761, 43.7244679399916)"
804,Washroom Building,"c(-79.5421363182288, 43.6884617860024)"
693,Washroom Building,"c(-79.4086667253806, 43.7745175459937)"
1220,Washroom Building,"c(-79.386007198418, 43.7014302884151)"
2791,Washroom Building,"c(-79.3436104173862, 43.7725752140569)"
3501,Washroom Building,"c(-79.4820378305782, 43.6878814899798)"
3643,Washroom Building,"c(-79.3947404417531, 43.6397135511861)"
3502,Washroom Building,"c(-79.3616956271316, 43.658283109642)"
3789,Washroom Building,"c(-79.37538738491, 43.6402789231245)"
2039,Washroom Building,"c(-79.3538118735298, 43.6312682623479)"
2541,Washroom Building,"c(-79.3892878335029, 43.6274459421141)"
168,Washroom Building,"c(-79.3822536329186, 43.6935940276598)"
1,Portable Toilet,"c(-79.3107915147552, 43.6599135566521)"
465,Portable Toilet,"c(-79.3498921126401, 43.745602789325)"
2178,Portable Toilet,"c(-79.3218920438135, 43.7585866414318)"
798,Portable Toilet,"c(-79.5871450759427, 43.6486618402761)"
798,Portable Toilet,"c(-79.591915389462, 43.6518165346733)"
798,Portable Toilet,"c(-79.5909283429446, 43.649592444854)"
209,Portable Toilet,"c(-79.3443570919786, 43.636964334568)"
2031,Portable Toilet,"c(-79.4799156222277, 43.6916841206315)"
611,Portable Toilet,"c(-79.5206198653867, 43.6996453832473)"
468,Portable Toilet,"c(-79.4961784961107, 43.7418970717526)"
87,Portable Toilet,"c(-79.4334747570867, 43.6568103245275)"
9,Portable Toilet,"c(-79.4948086404748, 43.6844915626007)"
841,Portable Toilet,"c(-79.5794921712915, 43.7272963964059)"
11,Portable Toilet,"c(-79.4677542963862, 43.7779096195315)"
641,Portable Toilet,"c(-79.3481653115525, 43.7840679969027)"
653,Portable Toilet,"c(-79.4509560292037, 43.7817549878019)"
77,Portable Toilet,"c(-79.4647289567701, 43.6460076020567)"
1663,Portable Toilet,"c(-79.3885300541723, 43.6381835748891)"
1073,Portable Toilet,"c(-79.4757373000766, 43.6224265390134)"
1074,Washroom Building,"c(-79.4805156490399, 43.6195478078334)"
1508,Portable Toilet,"c(-79.6157642078847, 43.7315794451797)"
1080,Portable Toilet,"c(-79.4910090046419, 43.6418816684561)"
716,Portable Toilet,"c(-79.4980819351203, 43.6584528989833)"
6,Portable Toilet,"c(-79.543094183982, 43.5876008464188)"
850,Portable Toilet,"c(-79.5887518923908, 43.7340911868142)"
1088,Portable Toilet,"c(-79.2713801104797, 43.8302311657806)"
723,Portable Toilet,"c(-79.5188675698289, 43.7141754057463)"
859,Portable Toilet,"c(-79.5407500678966, 43.7141941660181)"
1094,Portable Toilet,"c(-79.1350789268062, 43.7766669785423)"
181,Portable Toilet,"c(-79.4739279831887, 43.643633397379)"
22,Portable Toilet,"c(-79.5788113585639, 43.7524421857137)"
1471,Portable Toilet,"c(-79.509877759411, 43.6780919024586)"
2595,Portable Toilet,"c(-79.338588366185, 43.7970252220951)"
71,Portable Toilet,"c(-79.4662242215333, 43.6353213563584)"
504,Portable Toilet,"c(-79.496949313009, 43.6746858051092)"
870,Portable Toilet,"c(-79.5523121433378, 43.7279546582152)"
610,Portable Toilet,"c(-79.522228853449, 43.7085348824001)"
837,Portable Toilet,"c(-79.5176153230724, 43.6462590032849)"
873,Portable Toilet,"c(-79.5583024360279, 43.6612978870878)"
306,Washroom Building,"c(-79.3464199216267, 43.6747268710047)"
311,Portable Toilet,"c(-79.309284337745, 43.663024546426)"
847,Portable Toilet,"c(-79.507694171606, 43.6582483793387)"
87,Portable Toilet,"c(-79.4325386832481, 43.6564522512325)"
87,Portable Toilet,"c(-79.4325976923484, 43.6553034324366)"
427,Portable Toilet,"c(-79.2842677578573, 43.6704428212592)"
143,Portable Toilet,"c(-79.387967641239, 43.6868968155646)"
1079,Washroom Building,"c(-79.1626148530545, 43.7602739669491)"
490,Washroom Building,"c(-79.4377459009679, 43.7460651061355)"
10,Washroom Building,"c(-79.4928604032372, 43.652829599993)"
70,Washroom Building,"c(-79.3297171606569, 43.669494485569)"
74,Washroom Building,"c(-79.3758171251939, 43.6400928101899)"
128,Washroom Building,"c(-79.3983911607265, 43.634054038894)"
6,Washroom Building,"c(-79.5414270225846, 43.5857465995337)"
1088,Washroom Building,"c(-79.2718654970464, 43.83007497694)"
345,Washroom Building,"c(-79.360058068804, 43.6673597324879)"
343,Washroom Building,"c(-79.3555090454883, 43.6677361257402)"
877,Portable Toilet,"c(-79.5452038097877, 43.681877145759)"
353,Washroom Building,"c(-79.3160695217415, 43.6985193301265)"
2441,Washroom Building,"c(-79.322486975331, 43.6517010035399)"
1450,Portable Toilet,"c(-79.5386646056213, 43.7107179890962)"
2766,Washroom Building,"c(-79.4318634241532, 43.7525720461341)"
10,Portable Toilet,"c(-79.4927579517733, 43.6527446567255)"
668,Washroom Building,"c(-79.2880919719457, 43.7726035003558)"
406,Washroom Building,"c(-79.1915107155386, 43.7478000251592)"
77,Washroom Building,"c(-79.4657929537847, 43.6495223884904)"
704,Portable Toilet,"c(-79.3062147915794, 43.7538448913792)"
228,Portable Toilet,"c(-79.3043999957187, 43.6823085139769)"
858,Washroom Building,"c(-79.4956801087859, 43.6389323415567)"
348,Portable Toilet,"c(-79.4429593855465, 43.6481360553189)"
431,Washroom Building,"c(-79.3122155587199, 43.6648655850139)"
824,Washroom Building,"c(-79.5198848039247, 43.6486249897206)"
1074,Portable Toilet,"c(-79.4803942356868, 43.6195528188668)"
768,Washroom Building,"c(-79.2309117268967, 43.7288952426225)"
395,Washroom Building,"c(-79.4559041617442, 43.6377286770607)"
888,Washroom Building,"c(-79.5188525237388, 43.6871798554738)"
586,Washroom Building,"c(-79.3169677889023, 43.7698479363297)"
117,Washroom Building,"c(-79.4055022913115, 43.7082702442736)"
6,Washroom Building,"c(-79.5430533669158, 43.5877043606072)"
348,Washroom Building,"c(-79.4430680893915, 43.6480546291379)"
2024,Washroom Building,"c(-79.3790774765709, 43.6223211904126)"
894,Washroom Building,"c(-79.5948805924789, 43.755437968411)"
2264,Washroom Building,"c(-79.4360220792603, 43.760186124701)"
2039,Washroom Building,"c(-79.3652939100108, 43.6207496600121)"
129,Washroom Building,"c(-79.3300021099471, 43.680254450354)"
78,Washroom Building,"c(-79.3881918071276, 43.7002952556134)"
2012,Washroom Building,"c(-79.3611050600464, 43.6612374502638)"
4,Washroom Building,"c(-79.1649328529314, 43.7771664305403)"
571,Washroom Building,"c(-79.2971863999284, 43.7336807089523)"
196,Washroom Building,"c(-79.4207083657256, 43.6648326747953)"
3555,Washroom Building,"c(-79.4099315960403, 43.7687360176373)"
1508,Washroom Building,"c(-79.615799046778, 43.7315252044596)"
87,Washroom Building,"c(-79.4321989167074, 43.6570614696945)"
174,Washroom Building,"c(-79.3398759182464, 43.6565751180623)"
31,Washroom Building,"c(-79.4045559223611, 43.6513411996811)"
630,Washroom Building,"c(-79.2710156567741, 43.7423072167928)"
143,Washroom Building,"c(-79.3876009253875, 43.6869237745291)"
905,Washroom Building,"c(-79.5669501571183, 43.642375463808)"
605,Washroom Building,"c(-79.2668974286899, 43.7128246427226)"
241,Washroom Building,"c(-79.4136903762387, 43.6495433072206)"
2543,Washroom Building,"c(-79.3736858644003, 43.6233044185949)"
3693,Washroom Building,"c(-79.4774547871273, 43.73417677308)"
77,Washroom Building,"c(-79.4613738157864, 43.6417585374845)"
690,Washroom Building,"c(-79.2485607375889, 43.7436359260073)"
5,Washroom Building,"c(-79.5054660782108, 43.758145025719)"
337,Washroom Building,"c(-79.4279731954461, 43.7521611044862)"
1470,Washroom Building,"c(-79.1972054673291, 43.7778238742401)"
107,Washroom Building,"c(-79.2973069274593, 43.6665815053896)"
72,Washroom Building,"c(-79.42039887978, 43.6527304409324)"
676,Washroom Building,"c(-79.2586561877195, 43.7022480616864)"
276,Washroom Building,"c(-79.3069114442879, 43.7107919681382)"
77,Washroom Building,"c(-79.4669002642805, 43.6451146384811)"
746,Washroom Building,"c(-79.2129720067802, 43.7473004127239)"
393,Washroom Building,"c(-79.4163465207697, 43.6823456887943)"
887,Washroom Building,"c(-79.5471407863093, 43.7032609125586)"
902,Washroom Building,"c(-79.5078926568259, 43.6583556979058)"
889,Washroom Building,"c(-79.5454436523017, 43.6818509288476)"
895,Washroom Building,"c(-79.5953584660785, 43.7486384212487)"
2541,Washroom Building,"c(-79.3888867399223, 43.6121293398704)"
865,Washroom Building,"c(-79.4080557450899, 43.7662110034944)"
210,Washroom Building,"c(-79.3790546661771, 43.6833680650992)"
26,Washroom Building,"c(-79.3570418393452, 43.7186340447905)"
321,Washroom Building,"c(-79.3498334820129, 43.7024612111128)"
899,Washroom Building,"c(-79.544603516948, 43.7124749729566)"
790,Washroom Building,"c(-79.3065499800017, 43.7530993661075)"
906,Washroom Building,"c(-79.4879144917384, 43.6130486254058)"
504,Washroom Building,"c(-79.4976299453474, 43.6748357292924)"
379,Washroom Building,"c(-79.3406971956956, 43.6533926612285)"
19,Washroom Building,"c(-79.2562738217461, 43.6968453344385)"
898,Washroom Building,"c(-79.5914492844324, 43.7212364929401)"
131,Washroom Building,"c(-79.4206659605394, 43.7045498154351)"
352,Washroom Building,"c(-79.3094379147517, 43.8070318323458)"
228,Washroom Building,"c(-79.302779024106, 43.6820602180629)"
9,Washroom Building,"c(-79.4947915225419, 43.6842163008866)"
125,Washroom Building,"c(-79.4640414930473, 43.6590166053575)"
265,Washroom Building,"c(-79.3918810216422, 43.7288339846635)"
2750,Washroom Building,"c(-79.4080742385967, 43.6419819156228)"
254,Washroom Building,"c(-79.3019007376667, 43.6664480845597)"
344,Washroom Building,"c(-79.3594355692465, 43.66529416658)"
149,Washroom Building,"c(-79.3870547668764, 43.7171908390515)"
284,Washroom Building,"c(-79.4529536780257, 43.663981312684)"
698,Washroom Building,"c(-79.3043437343811, 43.8033155420888)"
2,Washroom Building,"c(-79.2274365623839, 43.7130393877531)"
22,Washroom Building,"c(-79.5778950075804, 43.7521986329102)"
468,Washroom Building,"c(-79.5009399579082, 43.7366320196761)"
119,Washroom Building,"c(-79.3990239361547, 43.720799485565)"
9,Washroom Building,"c(-79.5057225179364, 43.6859625604974)"
167,Washroom Building,"c(-79.3949684776235, 43.6762144492983)"
590,Washroom Building,"c(-79.2100687761565, 43.787949404289)"
71,Washroom Building,"c(-79.4657722944741, 43.6351460999687)"
107,Washroom Building,"c(-79.2999590986923, 43.6692870586114)"
1061,Washroom Building,"c(-79.3374075978128, 43.7094352154839)"
295,Washroom Building,"c(-79.4180442284062, 43.6603728284459)"
792,Washroom Building,"c(-79.2243595634828, 43.8136037675646)"
907,Washroom Building,"c(-79.508652871874, 43.6165182697016)"
15,Washroom Building,"c(-79.5013036801886, 43.6585672157335)"
1,Washroom Building,"c(-79.3088776674308, 43.6587314341775)"
245,Washroom Building,"c(-79.3994822355626, 43.6971751275658)"
459,Washroom Building,"c(-79.3416726314824, 43.6412964936637)"
77,Washroom Building,"c(-79.4600764186954, 43.6406666099619)"
327,Washroom Building,"c(-79.334717267577, 43.6918995319441)"
445,Washroom Building,"c(-79.4058713754765, 43.7273497500048)"
708,Washroom Building,"c(-79.2308484479381, 43.8037588511657)"
212,Washroom Building,"c(-79.4093157251772, 43.642777217315)"
67,Washroom Building,"c(-79.319732965816, 43.664652149238)"
1101,Washroom Building,"c(-79.2847263876237, 43.6703347328952)"
519,Washroom Building,"c(-79.3609418641674, 43.784479137147)"
873,Washroom Building,"c(-79.5575552985009, 43.6608466501935)"
311,Washroom Building,"c(-79.3079214174895, 43.6627548607461)"
306,Washroom Building,"c(-79.345618721696, 43.6729014276691)"
2725,Washroom Building,"c(-79.3725983242684, 43.6166996317222)"
2541,Washroom Building,"c(-79.3894737550774, 43.6244602709882)"
1094,Washroom Building,"c(-79.1347767617852, 43.7767339540969)"
901,Washroom Building,"c(-79.5817095651506, 43.6627296387393)"
77,Washroom Building,"c(-79.4670031795092, 43.6436731497638)"
1470,Washroom Building,"c(-79.2017151599002, 43.7776076073142)"
705,Washroom Building,"c(-79.3673015036155, 43.7055891423772)"
29,Washroom Building,"c(-79.2983925804113, 43.6966528577885)"
904,Washroom Building,"c(-79.5618770984528, 43.6606794598954)"
578,Washroom Building,"c(-79.3157145828496, 43.7833030863392)"
557,Washroom Building,"c(-79.2811366036474, 43.682287628248)"
79,Washroom Building,"c(-79.4240906909167, 43.6765898720809)"
2288,Washroom Building,"c(-79.4970522502437, 43.6873223238806)"
202,Washroom Building,"c(-79.2945351256208, 43.7296493565619)"
733,Washroom Building,"c(-79.2839504882317, 43.6972280215161)"
841,Washroom Building,"c(-79.5814915994806, 43.7279728726859)"
699,Washroom Building,"c(-79.3050142225378, 43.8067119053552)"
394,Washroom Building,"c(-79.4557298036927, 43.637878861655)"
137,Washroom Building,"c(-79.4625446328684, 43.6622398364069)"
11,Washroom Building,"c(-79.4554125116511, 43.7804781602159)"
209,Washroom Building,"c(-79.3442960261023, 43.6368881807278)"
798,Washroom Building,"c(-79.5881941620389, 43.6494629870716)"
508,Washroom Building,"c(-79.5184591369223, 43.6980915788503)"
468,Washroom Building,"c(-79.496002515187, 43.7354345006209)"
686,Washroom Building,"c(-79.267979105879, 43.8033130589054)"
2472,Washroom Building,"c(-79.3044140681021, 43.8101178876245)"
909,Washroom Building,"c(-79.5076396153206, 43.5953150168297)"
659,Washroom Building,"c(-79.4213261559979, 43.7812691661652)"
9,Washroom Building,"c(-79.5038472249809, 43.6856273484435)"
437,Washroom Building,"c(-79.3047149311288, 43.6649737705099)"
2541,Washroom Building,"c(-79.391118600407, 43.6191420905938)"
414,Washroom Building,"c(-79.4219664382819, 43.6649269834036)"
557,Washroom Building,"c(-79.2806464847714, 43.683600585463)"
394,Washroom Building,"c(-79.4570473172435, 43.6378181998616)"
2024,Washroom Building,"c(-79.3763099347587, 43.6202871312166)"
870,Washroom Building,"c(-79.5498102763695, 43.7298981657662)"
426,Washroom Building,"c(-79.3004381010408, 43.7007069511891)"
522,Washroom Building,"c(-79.146872072719, 43.7921879337012)"
576,Washroom Building,"c(-79.2602019856236, 43.72658151193)"
900,Washroom Building,"c(-79.568293728383, 43.6828218486637)"
481,Washroom Building,"c(-79.4968696375471, 43.7476454658463)"
87,Washroom Building,"c(-79.4335870980524, 43.6570318420164)"
1460,Washroom Building,"c(-79.3658310866884, 43.7720475450824)"
514,Washroom Building,"c(-79.4515685373609, 43.6741532480424)"
138,Washroom Building,"c(-79.410750056488, 43.7153022567254)"
337,Washroom Building,"c(-79.4327572670661, 43.7541282105335)"
939,Washroom Building,"c(-79.4877435052305, 43.6130248164467)"
3499,Washroom Building,"c(-79.3523281802742, 43.6534823768205)"
1465,Bottle Filling Station,"c(-79.4910486403, 43.6221248484883)"
13,Washroom Building,"c(-79.2888295379025, 43.6828461296087)"
1431,Washroom Building,"c(-79.3913722274797, 43.652668846347)"
2725,Washroom Building,"c(-79.3758766815117, 43.6178166968591)"
523,Washroom Building,"c(-79.275981326026, 43.7881689004069)"
893,Washroom Building,"c(-79.5809522702735, 43.7392963912281)"
487,Washroom Building,"c(-79.4656450249342, 43.7325492347744)"
503,Washroom Building,"c(-79.4218516929441, 43.7393946673658)"
511,Washroom Building,"c(-79.3695142897733, 43.7428484904167)"
1045,Washroom Building,"c(-79.4321611302045, 43.720709351278)"
289,Washroom Building,"c(-79.2637642589749, 43.7682146974894)"
